chrom	start	stop	hd_region	strains	n_strains
V	15693000	15700000	V_15693000_15700000	QG4228	1
V	15694000	15700000	V_15694000_15700000	JU4047	1
V	15698000	15820000	V_15698000_15820000	ECA36,ECA2561	2
V	15698000	15821000	V_15698000_15821000	ECA2595,ECA2660	2
V	15719000	15764000	V_15719000_15764000	ECA2659	1
V	15723000	15764000	V_15723000_15764000	DL238,JU258,JU775,EG4724,NIC256,CB4856,NIC258,ECA923,NIC1791,NIC1799,NIC1794,NIC1786,NIC262,JU1793,EG4349,JU3224,WN2001,CX11276,QG4135,NIC1783,QG2855,JU3228,QG4228,JU2811,QG2827,NIC252,XZ1735,JU3144,QG2854,QG2874,JU2522,QG2873,JU4047,JU2106,ECA2672,ECA2546,BRC20263,ECA2555,QG2835,ECA2583,QG2832,WN2050,JU3127,QG2837,CX11271,QG2828,JU3132,JU4098	48
V	15723000	15765000	V_15723000_15765000	ECA2551	1
V	15772000	15778000	V_15772000_15778000	ECA396	1
V	15784000	15801000	V_15784000_15801000	ECA396	1
V	15788000	15798000	V_15788000_15798000	ECA2659	1
V	15792000	15799000	V_15792000_15799000	NIC1798,JU3224,NIC1810,JU774,JU3228,QG2835,ECA2583,QG2832,QG2837	9
V	15813000	15832000	V_15813000_15832000	ECA396	1
V	15831000	15838000	V_15831000_15838000	JU3132	1
V	15831000	15839000	V_15831000_15839000	ECA2659	1
V	15831000	15840000	V_15831000_15840000	DL238,JU775,EG4724,NIC256,CB4856,NIC258,ECA923,NIC1791,NIC1799,NIC1794,NIC1786,NIC262,EG4349,CX11276,NIC1810,QG4135,NIC1783,QG2855,JU774,JU3228,NIC252,XZ1735,JU3144,QG2854,QG2874,JU2522,QG2873,QG2835,ECA2583,QG2832,JU3127,QG2837,CX11271,JU4098	34
V	15831000	15849000	V_15831000_15849000	ECA2660	1
V	15831000	16030000	V_15831000_16030000	ECA36	1
V	15831000	16117000	V_15831000_16117000	ECA2595,ECA2561	2
V	15832000	15840000	V_15832000_15840000	JU3224	1
V	15858000	16030000	V_15858000_16030000	ECA2660	1
V	15891000	15976000	V_15891000_15976000	CB4856	1
V	15901000	15968000	V_15901000_15968000	JU3224,NIC1810,JU774,JU3228,ECA2583	5
V	15901000	15976000	V_15901000_15976000	ECA923,NIC1791,EG4349,NIC1783,QG4228,NIC252,XZ1735,JU3144,JU2522,NIC528,JU3127,JU4098	12
V	15901000	15985000	V_15901000_15985000	PB306,MY16,CX11264,NIC1808,ECA594,ECA640,JU2879,JU4047,JU2838,CX11314,MY2741,MY795	12
V	15901000	16007000	V_15901000_16007000	DL238,JU775,EG4724,NIC256,NIC258,QG4135,QG2855,QG2854,QG2874,QG2873	10
V	15901000	16009000	V_15901000_16009000	NIC1798,ECA2659,ECA2551,ECA2672,ECA2555	5
V	15911000	15968000	V_15911000_15968000	QG2835,QG2832,QG2837	3
V	15911000	16007000	V_15911000_16007000	ECA396,NIC262	2
V	15912000	15976000	V_15912000_15976000	NIC1799,NIC1794,NIC1786	3
V	15993000	16007000	V_15993000_16007000	QW947	1
V	15996000	16072000	V_15996000_16072000	NIC1810	1
V	16006000	16024000	V_16006000_16024000	JU3224,JU774,JU3228,QG2835,ECA2583,QG2832,QG2837	7
V	16006000	16072000	V_16006000_16072000	PB306,MY16,CX11264,NIC1808,ECA594,ECA640,JU2879,JU4047,JU2838,CX11314,MY2741,MY795	12
V	16018000	16073000	V_16018000_16073000	ECA396	1
V	16039000	16117000	V_16039000_16117000	ECA36	1
V	16042000	16117000	V_16042000_16117000	ECA2660	1
V	16053000	16060000	V_16053000_16060000	DL238	1
V	16053000	16071000	V_16053000_16071000	JU775,EG4724,NIC256,NIC258,NIC262,QW947,QG4135,QG2855,QG2854,QG2874,QG2873	11
V	16066000	16071000	V_16066000_16071000	DL238	1
V	16066000	16072000	V_16066000_16072000	JU3224,JU774,JU3228,QG2835,ECA2583,QG2832,QG2837	7
V	16113000	16162000	V_16113000_16162000	XZ1516	1
V	16127000	16162000	V_16127000_16162000	ECA2601	1
V	16128000	16162000	V_16128000_16162000	ECA36,ECA2595,ECA2561	3
V	16128000	16163000	V_16128000_16163000	ECA2660	1
V	16129000	16134000	V_16129000_16134000	DL238,JU775,EG4724,NIC256,CB4856,NIC258,ECA923,NIC1794,NIC262,QW947,QG4135,NIC252,JU3144,QG2854,QG2874,QG2873,JU3127,JU4098	18
V	16129000	16142000	V_16129000_16142000	NIC1791,NIC1799,NIC1786,EG4349,NIC1783,JU2522	6
V	16141000	16154000	V_16141000_16154000	ECA396	1
V	16145000	16152000	V_16145000_16152000	ECA2659	1
V	16145000	16155000	V_16145000_16155000	NIC1798,JU3224,JU774,JU3228,XZ1735,ECA2551,ECA2672,ECA2555,QG2835,ECA2583,QG2832,NIC528,QG2837	13
V	16145000	16157000	V_16145000_16157000	NIC1808,JU4047,MY2741,MY795	4
V	16172000	16188000	V_16172000_16188000	ECA2601	1
V	16172000	16189000	V_16172000_16189000	ECA2561	1
V	16172000	16195000	V_16172000_16195000	NIC1798,JU3224,JU774,JU3228,NIC1808,XZ1735,JU4047,ECA2551,ECA2672,ECA2555,QG2835,MY2741,ECA2583,QG2832,NIC528,MY795,QG2837	17
V	16172000	16392000	V_16172000_16392000	ECA2595	1
V	16172000	16450000	V_16172000_16450000	ECA36,XZ1516,ECA2660	3
V	16173000	16182000	V_16173000_16182000	ECA2659	1
V	16175000	16195000	V_16175000_16195000	PB306	1
V	16175000	16241000	V_16175000_16241000	JU3144	1
V	16175000	16242000	V_16175000_16242000	DL238,JU258,JU775,EG4724,JU1212,JU1213,NIC256,CB4856,NIC258,ECA923,NIC1791,NIC1799,NIC1794,NIC1786,NIC262,JU1793,EG4349,WN2001,QW947,QG4135,NIC1783,QG2855,JU2811,QG2827,NIC252,QG2854,QG2874,JU2522,QG2873,JU2106,ECA2546,BRC20263,WN2050,JU3127,QG2828,JU4098	36
V	16175000	16245000	V_16175000_16245000	JU2587	1
V	16176000	16243000	V_16176000_16243000	ECA594	1
V	16176000	16246000	V_16176000_16246000	MY16,CX11264,ECA640,JU2879,JU2838,CX11314	6
V	16189000	16195000	V_16189000_16195000	ECA2659	1
V	16194000	16247000	V_16194000_16247000	NIC1810	1
V	16202000	16210000	V_16202000_16210000	ECA2601,ECA2561	2
V	16240000	16257000	V_16240000_16257000	ECA2561	1
V	16240000	16268000	V_16240000_16268000	ECA2601	1
V	16240000	16304000	V_16240000_16304000	MY1,NIC1798,ECA2659,JU3224,JU774,JU3228,XZ1735,ECA2551,ECA2672,ECA2555,QG2835,ECA2583,QG2832,NIC528,QG2837	15
V	16260000	16267000	V_16260000_16267000	NIC1810	1
V	16260000	16272000	V_16260000_16272000	DL238,JU258,PB306,JU775,EG4724,JU1212,NIC256,CB4856,NIC258,NIC1791,NIC1799,NIC1794,NIC1786,NIC262,JU1793,EG4349,WN2001,QW947,QG4135,NIC1783,QG2855,NIC1808,JU2811,QG2827,NIC252,QG2854,QG2874,JU2522,QG2873,JU4047,JU2106,ECA2546,BRC20263,MY2741,WN2050,JU2587,MY795,JU3127,QG2828,JU4098	40
V	16261000	16272000	V_16261000_16272000	JU1213,ECA923,JU3144	3
V	16304000	16373000	V_16304000_16373000	MY16,CX11264,ECA594,ECA640,JU2879,JU2838,CX11314	7
V	16304000	16389000	V_16304000_16389000	ECA396	1
V	16304000	16403000	V_16304000_16403000	NIC1810	1
V	16317000	16334000	V_16317000_16334000	ECA2659	1
V	16319000	16333000	V_16319000_16333000	MY1,NIC1798,NIC1791,NIC1799,NIC1794,NIC1786,NIC1783,JU774,JU3228,XZ1735,ECA2551,ECA2555,QG2835,QG2832,NIC528,QG2837	16
V	16319000	16334000	V_16319000_16334000	JU3224,ECA2672,ECA2583	3
V	16319000	16345000	V_16319000_16345000	ECA2601,ECA2561	2
V	16365000	16392000	V_16365000_16392000	ECA2601,ECA2561	2
V	16372000	16399000	V_16372000_16399000	PB306,MY2741,MY795	3
V	16372000	16400000	V_16372000_16400000	NIC1808,JU4047	2
V	16387000	16399000	V_16387000_16399000	MY1,JU3224,JU774,JU3228,XZ1735,ECA2672,NIC528	7
V	16387000	16400000	V_16387000_16400000	NIC1798,NIC1791,NIC1799,NIC1794,NIC1786,NIC1783,ECA2551,ECA2555,QG2835,TWN2530,ECA2583,QG2832,QG2837,QG4017	14
V	16388000	16399000	V_16388000_16399000	ECA2659	1
V	16401000	16450000	V_16401000_16450000	ECA2601	1
V	16401000	16457000	V_16401000_16457000	ECA2595,ECA2561	2
V	16440000	16449000	V_16440000_16449000	QG2835	1
V	16440000	16450000	V_16440000_16450000	MY1,NIC1798,NIC1791,NIC1799,NIC1794,NIC1786,ECA2659,JU3224,NIC1783,JU774,JU3228,XZ1735,ECA2551,ECA2672,ECA2555,TWN2530,ECA2583,QG2832,NIC528,QG2837,QG4017	21
V	16458000	16501000	V_16458000_16501000	NIC1811,JU3144,NIC514	3
V	16464000	16496000	V_16464000_16496000	XZ1516	1
V	16464000	16501000	V_16464000_16501000	CB4856,JU1793,NIC1810,NIC1808,ECA640,QG2854,QG2874,JU2106,WN2050	9
V	16464000	16502000	V_16464000_16502000	ECA2595,ECA2601,ECA2561,ECA2660,ECA2659	5
V	16464000	16509000	V_16464000_16509000	MY1,JU3224,JU3228,XZ1735,QG2832,NIC528	6
V	16464000	16510000	V_16464000_16510000	NIC1798,NIC1791,NIC1794,NIC1786,NIC1783,ECA2583	6
V	16464000	16517000	V_16464000_16517000	NIC1799,ECA2551,ECA2672,ECA2555,QG2835,TWN2530,QG2837,QG4017	8
V	16465000	16501000	V_16465000_16501000	DL238,JU258,EG4724,JU1212,WN2001,QW947,QG4135,QG2827,ECA2546,JU3127,QG2828	11
V	16466000	16501000	V_16466000_16501000	ECA923,EG4349,JU2811,NIC252,MY2741	5
V	16466000	16509000	V_16466000_16509000	JU774	1
V	16468000	16501000	V_16468000_16501000	ECA396,JU1213,LKC34,QG2855,JU2522,QG2873,JU4047,CX11314,BRC20263,JU2587,MY795,JU4098	12
V	16472000	16501000	V_16472000_16501000	NIC256,NIC258,CX11264,NIC262	4
V	16476000	16501000	V_16476000_16501000	JU775	1
V	16476000	16502000	V_16476000_16502000	ECA36	1
V	16514000	16522000	V_16514000_16522000	XZ1516	1
V	16533000	16636000	V_16533000_16636000	XZ1516	1
V	16572000	16644000	V_16572000_16644000	ECA36,JU258,ECA2595,ECA2601,JU1212,JU1213,ECA2561,JU1793,WN2001,JU2811,QG2827,JU2106,JU1491,ECA2546,BRC20263,JU2610,WN2050,JU3291,QG2828	19
V	16573000	16586000	V_16573000_16586000	MY1,NIC1798,NIC1791,NIC1786,JU3224,NIC1783,JU774,JU3228,XZ1735,ECA2551,ECA2555,QG2835,TWN2530,ECA2583,QG2832,NIC528,QG2837,QG4017	18
V	16573000	16587000	V_16573000_16587000	JU2838	1
V	16573000	16644000	V_16573000_16644000	ECA2660	1
V	16578000	16586000	V_16578000_16586000	ECA2659	1
V	16580000	16585000	V_16580000_16585000	CB4856,JU2879	2
V	16580000	16586000	V_16580000_16586000	DL238,ECA396,JU775,EG4724,MY16,NIC258,CX11264,ECA923,NIC1799,NIC1794,NIC262,EG4349,NIC1810,QW947,NIC1811,QG4135,QG2855,NIC1808,ECA594,NIC252,ECA640,JU3144,QG2854,QG2874,JU2522,QG2873,JU4047,CX11314,ECA2672,NIC514,MY2741,JU2587,MY795,JU3127,JU4098	35
V	16594000	16636000	V_16594000_16636000	NIC1798,NIC1791,NIC1799,NIC1786,JU3224,NIC1783,JU3228,XZ1735,ECA2555,QG2835,ECA2583,QG2832,QG2837,QG4017	14
V	16594000	16644000	V_16594000_16644000	MY1,NIC1794,ECA2659,JU774,ECA2551,ECA2672,TWN2530,NIC528	8
V	16595000	16607000	V_16595000_16607000	CB4856,ECA923,NIC1810	3
V	16600000	16614000	V_16600000_16614000	JU2838	1
V	16600000	16628000	V_16600000_16628000	QW947,QG4135,QG2855,QG2874,QG2873	5
V	16601000	16626000	V_16601000_16626000	ECA396	1
V	16601000	16628000	V_16601000_16628000	EG4724,NIC256,LKC34	3
V	16607000	16628000	V_16607000_16628000	DL226,ECA1074,ECA1069	3
V	16608000	16628000	V_16608000_16628000	MY679	1
V	16613000	16628000	V_16613000_16628000	DL238,NIC262,QG2854,JU4098	4
V	16614000	16628000	V_16614000_16628000	NIC252,JU2522,NIC514,JU2587	4
V	16615000	16628000	V_16615000_16628000	JU775,MY16,NIC258,CX11264,EG4349,NIC1811,NIC1808,ECA594,ECA640,JU2879,JU4047,CX11314,MY2741,MY795	14
V	16616000	16628000	V_16616000_16628000	JU3144,JU3127	2
V	16625000	16634000	V_16625000_16634000	JU2838	1
V	16634000	16648000	V_16634000_16648000	EG4349,NIC1811,JU2522,NIC514	4
V	16639000	16644000	V_16639000_16644000	ECA396	1
V	16641000	16648000	V_16641000_16648000	NIC256,LKC34,QW947,DL226,MY679	5
V	16642000	16648000	V_16642000_16648000	DL238,QG4135,NIC252,JU3144,QG2854,QG2874,QG2873,JU2838,ECA1074,JU2587,JU3127,ECA1069	12
V	16642000	16649000	V_16642000_16649000	EG4724,QG2855	2
V	16643000	16674000	V_16643000_16674000	XZ1516	1
V	16666000	16672000	V_16666000_16672000	CB4856,ECA923,NIC1810	3
V	16667000	16672000	V_16667000_16672000	NIC258,ECA640,CX11314	3
V	16667000	16673000	V_16667000_16673000	JU4098	1
V	16668000	16673000	V_16668000_16673000	JU2879,DL226	2
V	16703000	16750000	V_16703000_16750000	XZ1516	1
V	16732000	16745000	V_16732000_16745000	JU258,JU775,NIC258,WN2001,JU2811,QG2827,ECA2546,BRC20263,QG2828	9
V	16732000	16770000	V_16732000_16770000	JU1212,JU1213,JU1793,JU2106,JU1491,JU2610,WN2050,JU3291	8
V	16736000	16781000	V_16736000_16781000	MY16,NIC1808,ECA594,JU2879,JU4047,MY2741,MY795	7
V	16755000	16763000	V_16755000_16763000	NIC1809	1
V	16839000	16846000	V_16839000_16846000	NIC236,EG4724,NIC256,LKC34,NIC262,QW947,QG4135,QG2855,QG2854,QG2874,QG2873,DL226,ECA1074,ECA1069,MY679	15
V	16839000	16848000	V_16839000_16848000	ECA396,MY16,JU2879	3
V	16839000	16849000	V_16839000_16849000	ECA594	1
V	16839000	16856000	V_16839000_16856000	ECA36,XZ1516,ECA2660,ECA2659	4
V	16839000	16863000	V_16839000_16863000	JU258,JU775,ECA2595,ECA2601,JU1212,JU1213,ECA2561,NIC258,JU1793,WN2001,JU2811,QG2827,JU2106,NIC1809,JU1491,ECA2551,ECA2672,ECA2546,BRC20263,ECA2555,JU2610,WN2050,JU3291,QG2828	24
V	16849000	16856000	V_16849000_16856000	NIC1,CB4856,ECA923,EG4349,NIC1810,NIC1811,NIC252,JU3144,JU2522,JU2838,NIC514,TWN2530,NIC528,JU2587,JU3127	15
V	16849000	16863000	V_16849000_16863000	DL238	1
V	16863000	16999000	V_16863000_16999000	XZ1516	1
V	16873000	16885000	V_16873000_16885000	NIC1798,NIC1794,JU774,JU3228,XZ1735,ED3073,QG2835,ECA2583,QG2832,QG2837,QG4017	11
V	16875000	17058000	V_16875000_17058000	ECA36,ECA2660	2
V	16877000	16885000	V_16877000_16885000	NIC1	1
V	16878000	16885000	V_16878000_16885000	NIC1810	1
V	16879000	16885000	V_16879000_16885000	ECA2659	1
V	16879000	16957000	V_16879000_16957000	ECA594	1
V	16880000	16885000	V_16880000_16885000	DL238,NIC236,JU775,EG4724,NIC256,LKC34,CB4856,ECA923,WN2001,CX11276,QW947,NIC1811,QG4135,JU2811,NIC252,JU3144,QG2874,JU2522,QG2873,JU4047,JU2838,ECA2551,ECA2672,DL226,NIC514,ECA2546,BRC20263,NIC528,MY795,JU3127,ECA1069,QG2828,MY679	33
V	16880000	16888000	V_16880000_16888000	JU258,ECA2595,ECA2601,JU1212,JU1213,ECA2561,JU1793,JU2106,NIC1809,JU1491,JU2610,WN2050,JU3291	13
V	16880000	16902000	V_16880000_16902000	JU2879	1
V	16880000	16903000	V_16880000_16903000	ECA396	1
V	16880000	16957000	V_16880000_16957000	MY16	1
V	16893000	16898000	V_16893000_16898000	NIC1811,NIC252,JU3144,JU2838	4
V	16905000	16924000	V_16905000_16924000	JU258,ECA2595,ECA2601,ECA2561,NIC1809	5
V	16907000	16963000	V_16907000_16963000	CB4856,NIC1798,NIC1799,JU3224,JU3228,QG2854,QG2874,QG2873,QG2835,QG2837,QG4017,MY679	12
V	16907000	16964000	V_16907000_16964000	NIC236,EG4724,MY1,NIC256,LKC34,NIC1791,NIC1794,NIC1786,NIC262,CX11276,NIC1810,QW947,QG4135,QG2855,JU774,XZ1735,ED3073,DL226,ECA2583,QG2832,ECA1074,ECA1069	22
V	16908000	16957000	V_16908000_16957000	JU2879	1
V	16921000	16963000	V_16921000_16963000	MY2741,TWN2530,MY795	3
V	16921000	16964000	V_16921000_16964000	NIC1808,JU4047	2
V	16922000	16963000	V_16922000_16963000	ECA2659	1
V	16923000	16963000	V_16923000_16963000	ECA396,ECA923,EG4349,JU2811,QG2827,NIC252,JU3144,JU2522,JU2838,NIC514,BRC20263,NIC528,JU2587,QG2828	14
V	16923000	16964000	V_16923000_16964000	DL238,JU775,NIC1,NIC258,WN2001,NIC1811,ECA2551,ECA2672,ECA2546,ECA2555,JU3127	11
V	16960000	16969000	V_16960000_16969000	JU258,JU1213	2
V	16961000	16969000	V_16961000_16969000	JU1212,JU1491	2
V	16962000	16969000	V_16962000_16969000	JU1793,JU2106,JU2610,WN2050,JU3291	5
V	16964000	16969000	V_16964000_16969000	ECA2601,NIC1809	2
V	16977000	16994000	V_16977000_16994000	JU258,ECA2601,NIC1809	3
V	16977000	16996000	V_16977000_16996000	ECA2561	1
V	16977000	16999000	V_16977000_16999000	ECA2595	1
V	17006000	17021000	V_17006000_17021000	XZ1516	1
V	17007000	17023000	V_17007000_17023000	ECA396	1
V	17007000	17024000	V_17007000_17024000	JU1212,JU1213,JU1793,JU2106,JU1491,JU2610,WN2050,JU3291	8
V	17007000	17031000	V_17007000_17031000	NIC2,JU4098,WN2086,JU1568,WN2066,JU2565	6
V	17007000	17038000	V_17007000_17038000	ECA594	1
V	17007000	17039000	V_17007000_17039000	MY16	1
V	17007000	17040000	V_17007000_17040000	JU2879	1
V	17028000	17059000	V_17028000_17059000	CX11264,ECA640,CX11314	3
V	17030000	17039000	V_17030000_17039000	JU1793	1
V	17030000	17042000	V_17030000_17042000	JU258,ECA2595,ECA2601,JU1212,JU1213,ECA2561,JU2106,NIC1809,JU1491,JU2610,WN2050,JU3291	12
V	17045000	17059000	V_17045000_17059000	ECA594	1
V	17049000	17058000	V_17049000_17058000	ECA2659	1
V	17049000	17059000	V_17049000_17059000	MY16,JU2879	2
V	17049000	17120000	V_17049000_17120000	DL238,JU775,NIC258,NIC1798,ECA923,EG4349,WN2001,JU2811,QG2827,ECA2551,ECA2672,BRC20263,NIC528,JU2587,QG2828	15
V	17049000	17121000	V_17049000_17121000	ECA2546,ECA2555	2
V	17066000	17076000	V_17066000_17076000	CX11264,ECA594,ECA640,CX11314	4
V	17083000	17111000	V_17083000_17111000	ECA36,ECA2660,ECA2659	3
V	17083000	17120000	V_17083000_17120000	JU258,ECA2595,ECA2601,ECA2561,NIC1809	5
V	17084000	17120000	V_17084000_17120000	ECA594	1
V	17090000	17120000	V_17090000_17120000	NIC1811,NIC252,JU3144,JU2522,JU2838,NIC514	6
V	17132000	17172000	V_17132000_17172000	JU1212,JU1213,JU1793,ECA640,JU2106,JU1491,JU2610,WN2050,JU3291	9
V	17132000	17173000	V_17132000_17173000	JU775,NIC258,NIC1798,EG4349,WN2001,JU2811,QG2827,ECA2551,ECA2672,ECA2546,BRC20263,ECA2555,NIC528,JU2587,QG2828	15
V	17132000	17236000	V_17132000_17236000	DL238	1
V	17132000	17240000	V_17132000_17240000	TWN2530	1
V	17134000	17172000	V_17134000_17172000	CX11264,CX11314	2
V	17134000	17173000	V_17134000_17173000	ECA36,ECA2660,ECA923,ECA2659	4
V	17134000	17194000	V_17134000_17194000	ECA594	1
V	17172000	17185000	V_17172000_17185000	ECA2601	1
V	17172000	17186000	V_17172000_17186000	MY16,NIC1808,JU2879,JU4047,MY2741,MY795	6
V	17172000	17190000	V_17172000_17190000	ECA396	1
V	17172000	17193000	V_17172000_17193000	NIC262,XZ1735	2
V	17172000	17194000	V_17172000_17194000	JU3224,JU774,JU3144,ED3073,JU2838	5
V	17172000	17195000	V_17172000_17195000	NIC1,EG4724,MY1,NIC256,ECA2561,LKC34,NIC1791,NIC1799,NIC1794,NIC1786,CX11276,NIC1810,JU3228,NIC252,JU2522,DL226,NIC514,QG2835,ECA2583,QG2832,JU3127,ECA1069,QG2837,QG4017,MY679	25
V	17172000	17197000	V_17172000_17197000	CB4856	1
V	17172000	17198000	V_17172000_17198000	NIC236,ECA2595,QW947,NIC1811,QG4135,QG2855,QG2854,QG2874,QG2873,ECA1074	10
V	17174000	17190000	V_17174000_17190000	XZ1516	1
V	17179000	17185000	V_17179000_17185000	JU2587	1
V	17179000	17186000	V_17179000_17186000	ECA923	1
V	17179000	17194000	V_17179000_17194000	JU775,NIC1798,WN2001,JU2811,QG2827,ECA2551,ECA2672,ECA2546,BRC20263,ECA2555,NIC528,QG2828	12
V	17179000	17197000	V_17179000_17197000	NIC258	1
V	17179000	17198000	V_17179000_17198000	EG4349	1
V	17180000	17185000	V_17180000_17185000	ECA36	1
V	17180000	17186000	V_17180000_17186000	JU258,ECA2660	2
V	17181000	17186000	V_17181000_17186000	JU1213,JU1491,JU2610	3
V	17193000	17198000	V_17193000_17198000	NIC1808	1
V	17194000	17203000	V_17194000_17203000	JU1793,JU2106	2
V	17202000	17236000	V_17202000_17236000	ECA594	1
V	17205000	17364000	V_17205000_17364000	ECA36,ECA2660	2
V	17216000	17226000	V_17216000_17226000	JU258,NIC1809	2
V	17216000	17364000	V_17216000_17364000	JU2610	1
V	17216000	17369000	V_17216000_17369000	JU1212,JU1213,JU1793,JU2106,JU1491,WN2050,JU3291	7
V	17221000	17264000	V_17221000_17264000	XZ1516	1
V	17223000	17367000	V_17223000_17367000	ECA2583	1
V	17226000	17364000	V_17226000_17364000	JU3224,ECA640,QG2873,CX11314,ECA1074	5
V	17226000	17367000	V_17226000_17367000	ECA2601,ECA2561,QG2855,QG2854	4
V	17226000	17368000	V_17226000_17368000	ECA396,CB4856,CX11264,NIC1810	4
V	17229000	17236000	V_17229000_17236000	MY16,JU2879	2
V	17229000	17240000	V_17229000_17240000	NIC1808,JU4047,MY2741,MY795	4
V	17234000	17364000	V_17234000_17364000	JU3228,QG2835,QG2832	3
V	17234000	17365000	V_17234000_17365000	NIC1791	1
V	17234000	17367000	V_17234000_17367000	NIC1799,NIC1786,XZ1735,JU3127,QG2837	5
V	17234000	17368000	V_17234000_17368000	NIC1,MY1,NIC1794,JU774,ED3073,QG4017	6
V	17235000	17321000	V_17235000_17321000	JU3144	1
V	17235000	17363000	V_17235000_17363000	JU258	1
V	17235000	17364000	V_17235000_17364000	ECA2659,JU2811,QG2827	3
V	17235000	17365000	V_17235000_17365000	NIC236,EG4724,EG4349,WN2001,ECA2672,NIC514,ECA2555	7
V	17235000	17367000	V_17235000_17367000	ECA2595,NIC1798,NIC1811,QG4135,QG2874,ECA2551,ECA2546,ECA1069,QG2828	9
V	17235000	17368000	V_17235000_17368000	JU775,NIC256,LKC34,NIC258,NIC262,CX11276,QW947,JU2522,JU2838,DL226,BRC20263,JU2587,MY679	13
V	17235000	17505000	V_17235000_17505000	NIC1809	1
V	17236000	17368000	V_17236000_17368000	ECA923,NIC252,NIC528	3
V	17272000	17364000	V_17272000_17364000	XZ1516	1
V	17327000	17367000	V_17327000_17367000	JU3144	1
V	17384000	17408000	V_17384000_17408000	ECA2546	1
V	17385000	17408000	V_17385000_17408000	JU775,NIC258,ECA923,EG4349,WN2001,NIC1810,JU2811,QG2827,ECA2551,ECA2672,BRC20263,ECA2555,NIC528,JU2587,QG2828	15
V	17385000	17410000	V_17385000_17410000	NIC236,ECA2595,NIC1,EG4724,NIC256,ECA2561,LKC34,CX11276,QW947,QG4135,QG2855,QG2854,QG2874,DL226,ECA1074,ECA1069,MY679	17
V	17385000	17421000	V_17385000_17421000	MY1,CB4856,NIC1798,NIC1791,NIC1799,NIC1794,NIC1786,NIC1811,JU774,JU3228,NIC252,XZ1735,JU3144,JU2522,ED3073,NIC514,QG2835,ECA2583,QG2832,QG2837,QG4017	21
V	17386000	17421000	V_17386000_17421000	JU3127	1
V	17386000	17511000	V_17386000_17511000	XZ1516	1
V	17396000	17402000	V_17396000_17402000	ECA36	1
V	17397000	17408000	V_17397000_17408000	JU2838	1
V	17397000	17410000	V_17397000_17410000	NIC262,QG2873	2
V	17397000	17421000	V_17397000_17421000	JU3224	1
V	17398000	17410000	V_17398000_17410000	ECA2601	1
V	17418000	17505000	V_17418000_17505000	JU258	1
V	17435000	17499000	V_17435000_17499000	JU775,NIC1,EG4349,QG4135,QG2854,QG2874,ECA2551,QG4017	8
V	17436000	17498000	V_17436000_17498000	ECA923,NIC262,NIC1810,XZ1735,JU3127	5
V	17436000	17499000	V_17436000_17499000	NIC236,ECA2595,EG4724,MY1,ECA2601,NIC256,ECA2561,LKC34,CB4856,NIC258,NIC1798,NIC1791,NIC1799,NIC1794,NIC1786,JU3224,WN2001,CX11276,QW947,NIC1811,QG2855,JU774,JU3228,JU2811,QG2827,NIC252,JU3144,JU2522,QG2873,ED3073,JU2838,ECA2672,DL226,NIC514,ECA2546,BRC20263,ECA2555,QG2835,ECA2583,QG2832,NIC528,ECA1074,ECA1069,QG2837,QG2828,MY679	46
V	17444000	17508000	V_17444000_17508000	MY16,NIC1808,JU2879,JU4047,MY2741,MY795	6
V	17444000	17509000	V_17444000_17509000	DL238,ECA594,TWN2530	3
V	17445000	17497000	V_17445000_17497000	ECA396	1
V	17449000	17480000	V_17449000_17480000	JU2610	1
V	17467000	17498000	V_17467000_17498000	JU2587	1
V	17472000	17479000	V_17472000_17479000	ECA2659	1
V	17473000	17479000	V_17473000_17479000	ECA2660	1
V	17473000	17480000	V_17473000_17480000	ECA36	1
V	17492000	17497000	V_17492000_17497000	ECA2660	1
V	17492000	17498000	V_17492000_17498000	ECA36,ECA2659	2
V	17492000	17505000	V_17492000_17505000	CX11264,ECA640,CX11314	3
V	17492000	17533000	V_17492000_17533000	JU1212,JU1213,JU1793,JU2106,JU1491,JU2610,WN2050,JU3291	8
V	17512000	17521000	V_17512000_17521000	NIC1809	1
V	17520000	17537000	V_17520000_17537000	XZ1516	1
V	17521000	17538000	V_17521000_17538000	ECA396	1
V	17526000	17532000	V_17526000_17532000	MY16,NIC1808,JU2879,JU4047,MY2741,MY795	6
V	17526000	17533000	V_17526000_17533000	CX11264,ECA923,NIC1810,ECA640,CX11314	5
V	17526000	17535000	V_17526000_17535000	DL238,ECA594,TWN2530	3
V	17526000	17593000	V_17526000_17593000	ECA36,ECA2660	2
V	17544000	17742000	V_17544000_17742000	XZ1516	1
V	17546000	17593000	V_17546000_17593000	NIC1809	1
V	17556000	17635000	V_17556000_17635000	ECA396	1
V	17568000	17593000	V_17568000_17593000	JU258	1
V	17591000	17597000	V_17591000_17597000	ECA594	1
V	17591000	17599000	V_17591000_17599000	JU1213	1
V	17591000	17600000	V_17591000_17600000	JU1212,JU1793,JU1491,JU2610,WN2050,JU3291	6
V	17591000	17607000	V_17591000_17607000	MY16,CB4856,NIC1808,JU2879,JU4047,MY2741,TWN2530,MY795	8
V	17602000	17635000	V_17602000_17635000	ECA2660	1
V	17602000	17658000	V_17602000_17658000	ECA36	1
V	17603000	17624000	V_17603000_17624000	JU258,CX11264,ECA640,NIC1809,CX11314	5
